refugee_id,family_size,origin_country,primary_language,education_level,skill_type,years_experience,trauma_level,aid_dependency_ratio,has_family_network,preferred_cost_level,adaptability_index
3207,3,Country_62,Swahili,Secondary,Teaching,1,1,0.95,0,Medium,0.02
3208,3,Country_26,Urdu,Primary,Agriculture,10,5,0.35,0,Medium,0.34
3209,8,Country_86,Dari,Primary,Teaching,24,2,0.57,1,Low,0.91
3210,1,Country_46,Spanish,Bachelor,Healthcare,20,5,0.79,0,Medium,0.37
3211,6,Country_13,Urdu,Master,Logistics,22,2,0.4,1,High,0.25
3212,5,Country_42,Urdu,Master,Teaching,12,5,0.01,1,High,0.93
3213,3,Country_108,Urdu,Master,Carpentry,11,4,0.26,0,Medium,0.04
3214,5,Country_80,English,Bachelor,IT,19,4,0.33,1,Medium,0.27
3215,7,Country_4,English,Master,Retail,0,3,0.89,1,High,0.6
3216,4,Country_58,Arabic,Secondary,Retail,23,4,0.34,0,Medium,0.79
3217,2,Country_31,Arabic,Bachelor,IT,13,5,0.83,1,Medium,0.17
3218,3,Country_112,Dari,Bachelor,Engineering,19,3,0.03,0,Low,0.63
3219,5,Country_106,Swahili,Bachelor,Construction,3,4,0.38,0,Medium,0.15
3220,2,Country_94,French,Primary,Agriculture,7,4,0.85,0,Low,0.04
3221,5,Country_104,Swahili,Secondary,Agriculture,10,2,0.05,0,Medium,0.2
3222,7,Country_71,French,Secondary,Healthcare,12,4,0.41,0,Low,0.03
3223,2,Country_107,English,Bachelor,Healthcare,0,5,0.6,1,Low,0.39
3224,2,Country_78,Arabic,Master,Logistics,7,1,0.96,1,Low,0.24
3225,7,Country_27,Swahili,Primary,Construction,16,2,0.13,0,Medium,0.89
3226,4,Country_29,Spanish,Primary,Construction,12,3,0.1,0,Medium,0.79
3227,7,Country_75,Urdu,Master,Retail,24,2,0.75,0,High,0.74
3228,5,Country_50,Dari,Master,Plumbing,15,3,0.49,0,Medium,0.63
3229,6,Country_35,Dari,Primary,IT,13,4,0.8,0,High,0.43
3230,4,Country_116,Dari,Secondary,Carpentry,10,5,0.04,0,High,0.26
3231,3,Country_120,Arabic,None,Engineering,5,1,0.3,0,High,0.21
3232,3,Country_84,Spanish,None,Plumbing,21,3,1.0,0,Low,0.58
3233,7,Country_1,Spanish,Master,Engineering,19,1,0.77,0,High,0.1
3234,5,Country_51,Arabic,Master,IT,5,4,0.5,0,Low,0.6
3235,7,Country_92,French,Primary,IT,19,1,0.31,1,High,0.25
3236,6,Country_49,French,Master,Construction,12,2,0.91,1,Medium,0.02
3237,6,Country_83,Swahili,Master,Plumbing,0,4,0.96,0,Low,0.62
3238,4,Country_99,Swahili,Bachelor,Construction,16,4,0.91,1,High,0.21
3239,7,Country_26,Swahili,Primary,IT,16,1,0.03,0,High,0.99
3240,6,Country_84,Arabic,Master,Carpentry,10,1,0.69,1,High,0.59
3241,6,Country_17,Urdu,Bachelor,Engineering,15,2,0.4,1,High,0.93
3242,3,Country_92,Spanish,Primary,Carpentry,10,1,0.65,0,Low,0.3
3243,1,Country_39,Dari,Secondary,Engineering,8,4,0.32,1,High,0.79
3244,7,Country_32,Urdu,Master,Construction,13,5,0.07,1,Medium,0.18
3245,5,Country_29,Swahili,None,Engineering,16,3,0.29,1,Low,0.43
3246,7,Country_34,Swahili,Bachelor,Logistics,5,3,0.81,0,High,0.18
3247,7,Country_55,Urdu,Bachelor,Healthcare,1,3,0.7,1,Medium,0.12
3248,7,Country_30,Dari,Secondary,Logistics,13,2,0.14,1,Low,0.19
3249,7,Country_10,Swahili,Primary,Healthcare,12,3,0.05,0,High,0.85
3250,1,Country_26,French,Secondary,Agriculture,2,5,0.93,0,Medium,0.26
3251,1,Country_49,Dari,Bachelor,Teaching,0,2,0.2,1,Low,0.22
3252,1,Country_4,Spanish,Bachelor,Retail,5,3,0.43,0,High,0.33
3253,7,Country_65,Spanish,Secondary,IT,10,2,0.46,1,Low,0.64
3254,7,Country_19,Swahili,Bachelor,Teaching,25,5,0.85,0,Low,0.84
3255,8,Country_9,Spanish,Bachelor,Teaching,20,2,0.46,1,Medium,0.28
3256,1,Country_93,French,Primary,Teaching,2,2,0.34,1,Low,0.25
3257,5,Country_60,Arabic,Secondary,Agriculture,10,5,0.05,1,High,0.55
3258,8,Country_14,Urdu,Primary,Teaching,6,4,0.65,0,Medium,0.89
3259,4,Country_58,Swahili,Master,Teaching,2,2,0.01,0,Low,0.51
3260,6,Country_114,Dari,None,Engineering,18,3,1.0,0,High,0.27
3261,7,Country_69,English,None,Construction,7,2,0.94,0,Low,0.15
3262,1,Country_10,English,Bachelor,IT,22,2,0.73,0,Medium,0.02
3263,3,Country_44,Urdu,Primary,Healthcare,21,1,0.66,0,High,0.27
3264,8,Country_34,Swahili,Primary,Teaching,1,4,0.05,1,High,0.9
3265,2,Country_55,Dari,None,Retail,17,4,0.06,1,Medium,0.72
3266,4,Country_78,French,Primary,Healthcare,24,2,0.32,0,Low,0.81
3267,4,Country_59,Spanish,Primary,Engineering,23,5,0.21,0,Low,0.0
3268,3,Country_3,French,None,Plumbing,21,1,0.39,1,Low,0.06
3269,2,Country_76,Arabic,Secondary,Plumbing,15,3,0.02,1,Low,0.62
3270,6,Country_70,French,Master,IT,11,4,0.29,1,Low,0.11
3271,4,Country_52,Arabic,Bachelor,Plumbing,13,5,0.71,0,Medium,0.2
3272,6,Country_36,Spanish,Primary,Construction,4,5,0.32,0,Medium,0.15
3273,7,Country_69,Urdu,Bachelor,Healthcare,1,5,0.77,0,High,0.72
3274,4,Country_118,Spanish,None,Construction,18,4,0.51,0,High,0.32
3275,2,Country_11,English,Secondary,Retail,18,2,0.66,1,Medium,0.56
3276,6,Country_101,Spanish,Primary,Healthcare,14,3,0.84,0,High,0.39
3277,6,Country_37,French,Bachelor,Healthcare,9,1,0.69,1,Medium,0.99
3278,7,Country_112,Dari,None,Retail,10,1,0.97,0,Low,0.33
3279,2,Country_63,Swahili,Master,Retail,23,4,0.6,1,High,0.51
3280,3,Country_116,Spanish,Bachelor,Construction,0,2,0.68,0,High,0.78
3281,2,Country_67,French,Secondary,Teaching,22,5,0.75,1,Low,0.86
3282,3,Country_116,English,Bachelor,Carpentry,17,1,0.87,1,Low,0.33
3283,6,Country_17,Swahili,None,Agriculture,20,4,0.19,0,Medium,0.5
3284,4,Country_52,Urdu,Primary,Construction,15,3,0.26,0,High,0.74
3285,2,Country_72,Spanish,Master,Healthcare,22,5,0.39,1,Medium,0.21
3286,5,Country_54,Swahili,Primary,Engineering,16,3,0.73,0,Low,0.17
3287,3,Country_104,Arabic,None,Plumbing,14,1,0.09,0,Medium,0.34
3288,5,Country_10,Urdu,Secondary,Agriculture,21,5,0.25,0,Medium,0.23
3289,6,Country_25,Arabic,None,Plumbing,16,4,0.13,1,Medium,0.34
3290,1,Country_14,Dari,Primary,Teaching,9,5,0.53,0,Low,0.07
3291,3,Country_68,Dari,Secondary,Plumbing,23,3,0.92,0,Medium,0.5
3292,5,Country_80,Urdu,Bachelor,Agriculture,18,2,0.02,0,Low,0.14
3293,6,Country_53,French,Master,Construction,1,2,0.95,1,High,0.84
3294,7,Country_99,Spanish,Primary,Teaching,17,5,0.41,0,Medium,0.55
3295,5,Country_75,Urdu,Master,Engineering,19,3,0.33,1,Medium,0.45
3296,4,Country_16,French,Bachelor,Teaching,9,5,0.21,1,Medium,0.66
3297,7,Country_36,Arabic,None,Engineering,6,5,0.98,1,High,0.08
3298,3,Country_12,Swahili,Master,Retail,22,1,0.37,0,Medium,0.63
3299,4,Country_117,Dari,Primary,Carpentry,3,3,0.42,1,Medium,0.76
3300,2,Country_96,Dari,Master,Logistics,19,2,0.11,0,Low,0.45
3301,8,Country_72,Spanish,None,Retail,0,4,0.61,0,Medium,0.75
3302,4,Country_83,English,Bachelor,Engineering,0,2,0.92,0,Medium,0.42
3303,4,Country_112,Spanish,Primary,Healthcare,16,3,0.43,0,Medium,0.3
3304,5,Country_105,Spanish,Primary,Agriculture,14,2,0.08,1,Low,0.92
3305,5,Country_9,Urdu,None,Engineering,15,3,0.08,1,High,0.97
3306,1,Country_3,Arabic,None,Agriculture,25,1,0.08,1,Low,0.03
3307,1,Country_1,Spanish,Master,Agriculture,1,3,0.02,1,Medium,0.76
3308,6,Country_88,Swahili,Secondary,Healthcare,6,5,0.26,0,Medium,0.29
3309,8,Country_67,Swahili,Secondary,Carpentry,2,3,0.69,0,Medium,0.86
3310,6,Country_70,Arabic,Primary,Construction,7,5,0.57,1,Low,0.99
3311,2,Country_78,Dari,None,Construction,21,3,0.03,0,Medium,0.25
3312,5,Country_106,Urdu,Secondary,Plumbing,3,2,0.03,1,Medium,0.76
3313,6,Country_45,French,None,Plumbing,20,1,0.64,1,Low,0.22
3314,8,Country_20,Urdu,Secondary,Retail,11,4,0.72,1,Medium,0.09
3315,7,Country_29,Arabic,None,Plumbing,8,2,0.85,0,Medium,0.09
3316,6,Country_23,English,None,Agriculture,24,3,0.79,1,High,0.55
3317,8,Country_96,Urdu,Secondary,Agriculture,14,5,0.6,1,Low,0.87
3318,5,Country_89,Urdu,Bachelor,Retail,21,1,0.28,0,Medium,0.87
3319,7,Country_19,Spanish,None,Engineering,2,4,0.08,0,Low,0.19
3320,2,Country_105,English,Bachelor,Logistics,5,4,0.85,0,Low,0.89
3321,6,Country_33,Swahili,Primary,Construction,11,4,0.98,1,Low,0.33
3322,5,Country_51,English,Bachelor,Plumbing,14,2,0.53,0,High,0.19
3323,7,Country_72,French,None,Agriculture,16,5,0.67,1,Low,0.92
3324,5,Country_97,Arabic,Secondary,Construction,13,1,0.36,1,Medium,0.35
3325,4,Country_83,English,Primary,Construction,7,1,0.7,0,High,0.52
3326,5,Country_72,Dari,Bachelor,Teaching,15,2,0.19,0,Medium,0.85
3327,1,Country_108,English,None,IT,5,5,0.82,1,Medium,0.8
3328,3,Country_68,English,Primary,Teaching,6,5,0.46,0,Low,0.59
3329,1,Country_10,French,Secondary,Retail,10,5,0.49,0,High,0.38
3330,1,Country_75,Arabic,Master,Construction,18,2,0.16,0,Medium,0.7
3331,1,Country_19,Dari,Secondary,Construction,23,5,0.99,0,High,0.1
3332,7,Country_59,Spanish,Primary,Agriculture,19,4,0.01,1,High,0.23
3333,3,Country_38,English,Secondary,Engineering,22,1,0.61,0,High,0.55
3334,4,Country_10,French,Bachelor,IT,24,1,0.55,1,High,0.37
3335,5,Country_23,Arabic,Primary,Carpentry,25,4,0.27,0,Low,0.42
3336,6,Country_49,English,Bachelor,Teaching,15,4,0.15,0,High,0.48
3337,2,Country_97,English,Master,Healthcare,18,4,0.63,0,High,0.92
3338,3,Country_44,French,Secondary,Logistics,22,2,0.83,0,Medium,0.84
3339,4,Country_117,Spanish,Master,Logistics,3,5,0.08,0,Medium,0.75
3340,6,Country_15,French,None,Healthcare,5,4,0.03,1,Low,0.38
3341,1,Country_95,Arabic,Primary,Retail,3,5,0.22,0,Low,0.22
3342,5,Country_82,French,Primary,Healthcare,3,4,0.57,1,Low,0.71
3343,2,Country_60,Spanish,Secondary,Plumbing,0,2,0.03,1,Medium,0.8
3344,2,Country_107,Arabic,Master,Logistics,7,4,0.72,1,Medium,0.96
3345,6,Country_60,English,Bachelor,Construction,25,3,0.49,0,Medium,1.0
3346,5,Country_83,French,Master,Logistics,11,5,0.8,1,High,0.63
3347,5,Country_47,French,Bachelor,Engineering,25,2,0.21,1,High,0.25
3348,8,Country_10,English,Primary,Retail,24,5,0.69,0,High,0.44
3349,2,Country_15,French,None,Plumbing,19,2,0.3,0,Medium,0.04
3350,6,Country_35,French,Primary,Engineering,1,1,0.04,0,Medium,0.27
3351,1,Country_14,Spanish,Secondary,Agriculture,11,1,0.42,0,High,0.57
3352,8,Country_6,French,None,Logistics,6,3,0.82,0,Low,0.1
3353,2,Country_31,French,Secondary,Retail,3,1,0.68,1,Medium,0.91
3354,7,Country_39,Dari,Secondary,Carpentry,11,5,0.42,0,Medium,0.01
3355,3,Country_92,Dari,Secondary,Plumbing,8,2,0.02,1,Medium,0.39
3356,7,Country_25,English,Secondary,Healthcare,22,2,0.5,1,Medium,0.95
3357,1,Country_39,Swahili,Primary,Logistics,3,4,0.43,1,Medium,0.73
3358,7,Country_53,Swahili,Primary,Plumbing,18,5,0.62,1,High,0.36
3359,5,Country_116,Urdu,Master,Plumbing,10,5,0.53,1,Low,0.27
3360,4,Country_73,Dari,Bachelor,Logistics,19,2,0.8,1,Low,0.22
3361,1,Country_48,French,Primary,IT,2,2,0.89,1,Medium,0.67
3362,6,Country_13,Dari,Primary,Carpentry,20,1,0.09,1,High,0.56
3363,4,Country_3,Urdu,None,IT,15,5,0.51,1,Medium,0.91
3364,3,Country_93,Arabic,None,Retail,17,4,0.77,1,Medium,0.87
3365,6,Country_87,Dari,Secondary,Agriculture,6,1,0.0,1,High,0.22
3366,4,Country_46,Arabic,Primary,Healthcare,22,3,0.51,1,Medium,0.64
3367,8,Country_104,Urdu,Master,Carpentry,14,4,0.33,0,Medium,0.21
3368,8,Country_57,Swahili,Secondary,Construction,10,2,0.88,0,High,0.9
3369,8,Country_114,Swahili,None,IT,4,2,0.55,1,Low,0.09
3370,8,Country_117,English,None,Construction,25,2,0.2,1,Medium,0.65
3371,8,Country_14,Arabic,None,Plumbing,10,5,0.73,1,Low,0.25
3372,7,Country_29,French,Primary,Healthcare,18,4,0.79,0,High,0.8
3373,7,Country_44,Dari,Primary,Carpentry,23,4,0.45,1,High,0.46
3374,1,Country_41,Spanish,Secondary,Engineering,23,4,0.07,1,Low,0.59
3375,4,Country_88,Swahili,Bachelor,Agriculture,5,1,0.79,1,Medium,0.88
3376,8,Country_37,English,Secondary,Plumbing,1,4,0.02,1,Low,0.99
3377,1,Country_103,French,Secondary,Healthcare,8,4,0.78,1,Low,0.11
3378,4,Country_34,French,Secondary,Retail,22,4,0.17,1,Medium,0.51
3379,1,Country_64,Spanish,Master,Plumbing,23,1,0.56,0,Medium,0.38
3380,8,Country_62,French,Primary,Retail,7,2,0.35,0,Low,0.1
3381,1,Country_104,Urdu,Master,Carpentry,16,4,0.51,0,Medium,0.84
3382,3,Country_45,French,None,Plumbing,3,1,0.07,1,Low,0.84
3383,1,Country_111,Arabic,Secondary,Teaching,5,4,0.03,1,Medium,0.61
3384,8,Country_42,Swahili,Secondary,Engineering,0,2,0.13,0,Medium,0.55
3385,4,Country_41,English,Master,Retail,20,2,0.17,1,Low,0.87
3386,3,Country_47,Swahili,None,Logistics,17,1,0.13,1,High,0.54
3387,7,Country_70,Swahili,Master,Plumbing,6,4,0.24,0,High,0.52
3388,1,Country_11,Dari,Secondary,Logistics,18,1,0.67,1,Medium,0.73
3389,7,Country_113,Dari,Secondary,Construction,20,3,0.88,1,Medium,0.45
3390,7,Country_49,French,None,Carpentry,12,1,0.94,1,High,0.78
3391,2,Country_82,English,Bachelor,Construction,14,4,0.75,0,Low,1.0
3392,4,Country_16,French,Master,Construction,7,4,0.16,0,Medium,0.15
3393,4,Country_106,Spanish,Bachelor,IT,19,4,0.34,0,High,0.83
3394,3,Country_113,Dari,Bachelor,Healthcare,10,4,0.24,0,High,0.26
3395,5,Country_36,French,Bachelor,Teaching,2,1,0.34,0,Low,0.37
3396,8,Country_10,French,Primary,Engineering,23,4,0.89,1,Low,0.49
3397,4,Country_96,English,Secondary,Retail,21,3,0.68,1,Medium,0.95
3398,5,Country_18,Arabic,Bachelor,Retail,1,2,0.31,0,Medium,0.95
3399,1,Country_17,Urdu,None,Construction,22,1,0.86,0,Medium,0.65
3400,5,Country_33,English,None,Engineering,1,2,0.85,1,Low,0.75
3401,8,Country_56,French,Secondary,Agriculture,17,2,0.17,0,Low,0.94
3402,7,Country_54,French,Secondary,Plumbing,3,4,0.52,0,High,0.72
3403,2,Country_107,English,Secondary,Engineering,12,1,0.23,1,Medium,0.74
3404,2,Country_51,Urdu,Master,IT,19,4,0.07,1,High,0.43
3405,6,Country_98,English,None,Teaching,7,4,0.53,1,High,0.56
3406,4,Country_17,French,Secondary,Teaching,7,2,0.82,1,Low,0.57
3407,3,Country_93,Dari,Primary,Plumbing,4,1,0.08,0,Low,0.28
3408,4,Country_81,English,Primary,Construction,22,1,0.84,1,Low,0.67
3409,4,Country_23,Swahili,Bachelor,IT,4,2,0.96,1,Low,0.88
3410,4,Country_5,Spanish,None,Teaching,10,4,0.59,0,Low,0.99
3411,3,Country_41,English,Bachelor,Retail,3,5,0.0,0,Low,0.87
3412,5,Country_25,Urdu,Secondary,Construction,7,4,0.79,1,Medium,0.34
3413,4,Country_77,Spanish,Primary,Plumbing,0,5,0.16,0,Medium,0.63
3414,8,Country_27,Urdu,Primary,Logistics,8,4,0.12,0,High,0.43
3415,3,Country_115,Dari,Secondary,Carpentry,1,2,0.94,1,Low,0.34
3416,2,Country_72,English,Master,Logistics,10,5,0.2,1,Medium,0.75
3417,4,Country_71,Spanish,None,Teaching,8,1,0.78,0,Low,0.25
3418,3,Country_76,Arabic,Bachelor,Agriculture,1,4,0.92,0,Medium,0.0
3419,6,Country_32,Swahili,Primary,Carpentry,14,3,0.48,0,Low,0.25
3420,5,Country_92,Swahili,None,Healthcare,4,2,0.59,0,Medium,0.62
3421,7,Country_73,Swahili,Secondary,Plumbing,2,5,0.27,0,Low,0.86
3422,3,Country_28,French,Bachelor,Logistics,22,3,0.63,0,Low,0.53
3423,5,Country_16,Urdu,Bachelor,Plumbing,18,1,0.23,0,High,0.58
3424,6,Country_27,Swahili,Secondary,Plumbing,19,2,0.26,1,High,0.35
3425,3,Country_62,Swahili,Master,Carpentry,8,5,0.87,0,Medium,0.21
3426,1,Country_1,Urdu,Primary,Agriculture,6,4,0.51,0,Low,0.53
3427,8,Country_31,Urdu,Secondary,Teaching,23,5,0.48,1,High,0.06
3428,3,Country_85,English,Secondary,Carpentry,17,5,0.06,0,High,0.38
3429,7,Country_27,Swahili,Secondary,Construction,20,3,0.64,1,Medium,0.25
3430,5,Country_107,Urdu,Bachelor,Teaching,5,1,0.84,0,Low,0.32
3431,8,Country_112,Arabic,Bachelor,Carpentry,23,5,0.39,1,High,0.21
3432,6,Country_93,English,None,Teaching,20,1,0.12,1,High,0.27
3433,7,Country_19,Urdu,None,IT,25,2,0.95,0,High,0.74
3434,8,Country_84,English,Primary,Carpentry,20,1,0.56,0,Low,0.72
3435,8,Country_101,French,None,Agriculture,4,2,0.19,0,Low,0.91
3436,5,Country_92,Arabic,None,Plumbing,23,5,0.15,0,Medium,0.37
3437,3,Country_90,Dari,Bachelor,Healthcare,19,1,0.7,0,Low,0.98
3438,3,Country_60,Dari,Primary,Agriculture,24,2,0.33,1,Medium,0.21
3439,6,Country_99,French,Primary,Healthcare,25,2,0.71,0,High,0.12
3440,6,Country_56,English,Secondary,Plumbing,0,1,0.79,1,Medium,0.28
3441,1,Country_112,Swahili,None,Carpentry,20,5,0.12,1,Medium,0.48
3442,2,Country_91,Spanish,Bachelor,Plumbing,19,5,0.43,0,Low,0.41
3443,3,Country_63,Urdu,Secondary,Teaching,9,3,0.44,1,High,0.78
3444,3,Country_66,Arabic,None,Teaching,15,2,0.27,1,Low,0.62
3445,5,Country_87,Swahili,Secondary,Plumbing,11,5,0.49,1,High,0.12
3446,7,Country_95,French,Secondary,Engineering,8,1,0.83,1,Low,0.78
3447,4,Country_55,Spanish,Bachelor,Agriculture,24,5,0.8,1,Low,0.7
3448,4,Country_88,Arabic,Primary,Teaching,10,5,0.43,0,Medium,0.3
3449,8,Country_46,Spanish,Master,Engineering,9,1,0.01,1,High,0.99
3450,5,Country_102,Arabic,Primary,Retail,12,2,0.76,0,Medium,0.11
3451,6,Country_14,English,Master,Engineering,11,5,0.74,0,Medium,0.11
3452,3,Country_109,English,Secondary,Teaching,25,2,0.69,0,Medium,0.21
3453,1,Country_78,French,None,Logistics,7,1,0.96,0,Medium,0.92
3454,6,Country_36,English,Secondary,Plumbing,11,1,0.56,1,High,0.38
3455,6,Country_78,French,Master,Healthcare,22,2,0.14,0,Low,0.9
3456,1,Country_92,Dari,Bachelor,Retail,5,2,0.59,1,Low,0.2
3457,4,Country_120,Swahili,Secondary,Logistics,14,1,0.25,1,High,0.01
3458,8,Country_28,Swahili,Secondary,Plumbing,18,4,0.57,1,High,0.47
3459,5,Country_49,Urdu,None,IT,5,2,0.68,1,Low,0.32
3460,1,Country_68,English,Primary,Engineering,5,5,0.83,1,Low,0.2
3461,6,Country_68,Swahili,Bachelor,Retail,17,3,0.87,1,Medium,0.06
3462,5,Country_112,Spanish,Secondary,Retail,16,1,0.85,0,Medium,0.26
3463,8,Country_66,Urdu,None,Retail,21,1,0.25,1,High,0.69
3464,1,Country_16,Spanish,None,Agriculture,12,5,0.69,0,Medium,0.59
3465,8,Country_10,Spanish,Master,Retail,18,2,0.15,1,High,0.9
3466,6,Country_64,Dari,None,Construction,17,2,0.71,0,Low,0.1
3467,7,Country_34,Dari,Master,IT,9,5,0.17,0,High,0.48
3468,8,Country_79,French,Bachelor,Teaching,6,4,0.33,1,Medium,0.74
3469,7,Country_98,Spanish,Secondary,Retail,8,2,0.21,0,High,0.42
3470,8,Country_5,French,None,Healthcare,8,1,0.3,1,Low,0.7
3471,6,Country_48,English,Secondary,Retail,14,4,0.11,0,Medium,0.46
3472,4,Country_35,Spanish,Primary,Teaching,25,2,0.03,0,High,0.07
3473,2,Country_117,French,Secondary,Logistics,11,3,0.6,1,High,0.8
3474,7,Country_17,Spanish,Bachelor,Construction,23,1,0.0,0,Low,0.92
3475,3,Country_56,Dari,None,Retail,3,2,0.64,1,Low,0.1
3476,8,Country_64,French,Primary,Carpentry,12,5,0.98,0,Low,0.66
3477,4,Country_90,Arabic,Master,Retail,10,5,0.27,0,High,0.26
3478,1,Country_99,Dari,Primary,Engineering,10,5,0.35,1,High,0.18
3479,6,Country_66,Urdu,Bachelor,IT,24,5,0.96,1,High,0.89
3480,2,Country_30,Urdu,Bachelor,Plumbing,15,1,0.95,0,Medium,0.87
3481,5,Country_39,Urdu,Master,Agriculture,22,1,0.63,0,Low,0.37
3482,5,Country_120,Urdu,Primary,Retail,16,5,0.12,0,Medium,0.63
3483,3,Country_100,French,None,Healthcare,25,5,0.94,0,High,0.46
3484,8,Country_59,Swahili,Bachelor,IT,23,3,0.19,0,Low,0.57
3485,3,Country_51,Swahili,Master,Plumbing,15,2,0.71,1,Medium,0.88
3486,7,Country_26,French,Primary,Carpentry,7,1,0.59,1,High,0.6
3487,5,Country_86,Swahili,Primary,Retail,20,5,0.81,0,High,0.26
3488,7,Country_111,Dari,Master,IT,19,4,0.97,1,Medium,0.13
3489,3,Country_6,Arabic,Master,IT,11,3,0.19,0,Low,0.98
3490,3,Country_93,Spanish,Bachelor,Carpentry,15,1,0.52,0,High,0.95
3491,6,Country_48,Swahili,Master,Engineering,7,1,0.58,1,Medium,0.04
3492,5,Country_18,French,Bachelor,Engineering,22,4,0.19,0,Low,0.01
3493,6,Country_7,Arabic,Primary,Healthcare,11,2,0.84,1,Low,0.69
3494,6,Country_45,Dari,None,Agriculture,15,4,0.49,0,Low,0.11
3495,3,Country_109,English,Master,Plumbing,3,1,0.44,1,High,0.96
3496,4,Country_61,Spanish,Primary,Logistics,17,1,0.44,1,Medium,0.27
3497,7,Country_114,Spanish,None,Carpentry,13,5,0.57,0,Low,0.59
3498,1,Country_17,Swahili,Master,Agriculture,0,5,0.69,1,Low,0.45
3499,5,Country_69,English,Master,IT,0,4,0.23,0,High,0.11
3500,4,Country_20,English,Bachelor,Logistics,13,4,0.89,0,Low,0.32
3501,6,Country_11,English,Bachelor,Logistics,21,4,0.02,1,Low,0.41
3502,3,Country_3,Arabic,Bachelor,Plumbing,19,4,0.98,1,Medium,0.78
3503,7,Country_99,Spanish,Primary,Agriculture,14,5,0.92,0,Medium,0.24
3504,1,Country_98,Dari,Bachelor,Agriculture,10,3,0.63,0,Medium,0.93
3505,5,Country_110,Swahili,Primary,Carpentry,8,1,0.91,0,Medium,0.81
3506,7,Country_25,Urdu,Secondary,Healthcare,22,4,0.01,1,Low,0.89
3507,7,Country_27,French,Secondary,Carpentry,15,3,0.07,1,Low,0.74
3508,1,Country_70,Arabic,Primary,Retail,4,1,0.13,0,Medium,0.49
3509,6,Country_13,Spanish,Primary,Carpentry,2,5,0.28,1,Medium,0.99
3510,6,Country_31,Swahili,Secondary,IT,1,2,0.65,0,Medium,0.92
3511,2,Country_27,Urdu,Bachelor,Logistics,3,4,0.56,1,Low,0.0
3512,7,Country_66,Urdu,None,Teaching,21,5,0.92,0,Medium,0.93
3513,3,Country_64,Arabic,None,Plumbing,15,4,0.31,1,High,0.72
3514,6,Country_48,Swahili,Secondary,Logistics,23,3,0.26,1,Low,0.24
3515,5,Country_28,English,None,Carpentry,2,2,0.36,1,Medium,0.09
3516,3,Country_90,English,Master,Plumbing,10,1,0.37,1,Low,0.33
3517,6,Country_42,Urdu,None,Agriculture,22,1,0.39,0,Medium,0.33
3518,2,Country_41,Arabic,None,Plumbing,17,3,0.34,0,Medium,0.75
3519,8,Country_84,Dari,Primary,Engineering,25,1,0.53,0,Medium,0.44
3520,3,Country_30,Swahili,Primary,Retail,19,1,0.94,0,Low,0.03
3521,4,Country_45,Dari,Primary,Logistics,25,5,0.1,1,Medium,0.41
3522,1,Country_97,English,None,Retail,2,1,0.69,0,High,0.7
3523,8,Country_10,Swahili,Primary,Carpentry,25,3,0.99,0,High,0.18
3524,5,Country_6,Spanish,None,Retail,5,1,0.01,0,Low,0.61
3525,8,Country_30,Dari,Bachelor,Retail,17,4,0.33,1,Low,0.65
3526,3,Country_99,Dari,None,Agriculture,3,4,0.87,1,High,0.83
3527,3,Country_88,French,Bachelor,Agriculture,24,4,0.67,0,Medium,0.69
3528,4,Country_94,English,None,Construction,24,4,0.96,1,Medium,0.54
3529,6,Country_38,French,None,Construction,12,2,0.21,1,Medium,0.76
3530,6,Country_24,Dari,Bachelor,Plumbing,8,3,0.77,1,High,0.57
3531,6,Country_61,Arabic,Secondary,Healthcare,4,3,0.98,0,High,0.33
3532,8,Country_1,English,Secondary,Plumbing,22,3,0.23,0,High,0.33
3533,1,Country_87,English,Master,Retail,24,4,0.08,1,High,0.53
3534,4,Country_85,Dari,Primary,Agriculture,0,4,0.37,1,High,0.2
3535,5,Country_43,Spanish,None,Construction,1,4,0.12,1,Medium,0.94
3536,3,Country_98,French,Master,Engineering,6,2,0.08,1,High,0.72
3537,7,Country_57,Swahili,Master,Agriculture,14,5,0.44,0,High,0.99
3538,5,Country_61,Arabic,Master,Engineering,22,3,0.66,1,Medium,0.71
3539,2,Country_56,Dari,None,Plumbing,23,5,0.88,1,Low,0.76
3540,5,Country_23,Spanish,Secondary,Agriculture,25,1,0.35,0,Medium,0.92
3541,4,Country_100,Spanish,Primary,Retail,14,1,0.79,0,High,0.25
3542,7,Country_113,Spanish,Secondary,Logistics,9,2,0.45,0,High,0.27
3543,3,Country_59,Spanish,Secondary,Construction,25,1,0.55,1,Low,0.12
3544,5,Country_60,English,None,Logistics,11,5,0.35,1,High,0.88
3545,6,Country_102,Spanish,Bachelor,Carpentry,10,1,0.26,1,Low,0.88
3546,7,Country_55,Spanish,Master,IT,7,2,0.04,1,Medium,0.6
3547,2,Country_52,Dari,Master,Healthcare,13,3,0.41,1,Medium,0.02
3548,2,Country_98,Spanish,Primary,Construction,17,3,0.72,0,Medium,0.91
3549,3,Country_52,Urdu,Primary,Retail,5,2,0.7,1,Medium,0.77
3550,1,Country_97,Swahili,Bachelor,Healthcare,0,2,0.26,0,High,0.78
3551,3,Country_72,Spanish,Primary,IT,16,5,0.07,1,Medium,0.19
3552,3,Country_65,Spanish,Bachelor,Healthcare,13,4,0.0,1,High,0.88
3553,6,Country_14,English,None,Agriculture,7,1,0.06,0,Medium,0.44
